tweet_id	tweet_time	tweet_text	tweet_coordinates	lat_origin	long_origin	uber_estimate
831830758910226432	2017-02-15 06:41:22-05:00	"Valentine's Day hangover!  Too much sugar. @ The King's House https://t.co/DUpH0VDk1x"	[34.69039002, -82.55383884]	34.69039002	-82.55383884	29.0
831830918428053504	2017-02-15 06:42:00-05:00	"\ud83d\udd34DAYJAVU DAYPARTY we back\ud83d\udd34\n\nSunDAY 2.26 1-8pm\n@Get_LiveEnt @coolkenny @LadyPromoter\u2026 https://t.co/efBYeVGkU0"	[35.2253799, -80.8420105]	35.2253799	-80.8420105	27.0
831831017086447616	2017-02-15 06:42:23-05:00	"\ud83d\udd34DAYJAVU DAYPARTY we back\ud83d\udd34\n\nSunDAY 2.26 1-8pm\n@Get_LiveEnt @coolkenny @LadyPromoter\u2026 https://t.co/Y0cQtqIT4K"	[35.2253799, -80.8420105]	35.2253799	-80.8420105	27.0
831831048342347776	2017-02-15 06:42:31-05:00	"@caitlin_cassell of @reasondefine #rocknroll #reasondefine #maqbrownphotography #charlottemusic\u2026 https://t.co/xK9JjD5xtG"	[35.21672, -80.85511]	35.21672	-80.85511	31.0
831831398734557185	2017-02-15 06:43:54-05:00	"Getting up early is so worth it! #sunrise #littleswitzerland #thriftyadventures #wanderlust\u2026 https://t.co/WsENHr0SC5"	[35.85152438, -82.05136419]	35.85152438	-82.05136419	66.0
831831410839322625	2017-02-15 06:43:57-05:00	"Closed in #Berkeley on Hwy 45 EB between US 52 and Greentown Rd, stopped traffic back to US 52 #traffic https://t.co/dVc3fEVG3L"	[33.40471, -79.92487]	33.40471	-79.92487	66.0
831831411451637760	2017-02-15 06:43:57-05:00	"Day After Valentines Date Night! &lt;3 Any Suggestions? Post with #MCSmoothieKing &lt;3 Pop in Today\u2026 https://t.co/DRAeOMoJSl"	[35.34279565, -80.76908039]	35.34279565	-80.76908039	30.0
831831509585784834	2017-02-15 06:44:21-05:00	"A look North. [Cam 2] on Wednesday, February 15, 2017 @ 6:44:17 AM  #CarolinaWx #ClaytonNC  https://t.co/JXlWSXGH8x"	[35.625556, -78.328611]	35.625556	-78.328611	34.0
831831561284812800	2017-02-15 06:44:33-05:00	"Traffic lights working incorrectly, caution in #Summerville on State Rd on Cane Bay Blvd #traffic https://t.co/dVc3fEVG3L"	[33.11272, -80.11781]	33.11272	-80.11781	135.0
831831757481766914	2017-02-15 06:45:20-05:00	"Across the yard. [Cam 1] on Wednesday, February 15, 2017 @ 6:45:17 AM  #CarolinaWx #ClaytonNC  https://t.co/Y855fDtHsT"	[35.625556, -78.328611]	35.625556	-78.328611	34.0
